,Utilization,Avg Packet Queueing Delay
0,0.1,0.000369922402608
1,0.2,0.00112265262989
2,0.3,0.00163193281789
3,0.4,0.00277459842386
4,0.5,0.00356510512281
5,0.6,0.00526570732905
6,0.7,0.0101022115373
7,0.8,0.0145985191824
8,0.9,0.0232344793996
9,0.95,0.0383358449972
10,0.98,0.242153982979
